id,student,merchant,orderTime,status,totalAmount,items
260,stu_41,古茗,2024-04-02 20:45:00,已完成,17.0,云深幽兰:1;
261,stu_2,蜜雪冰城,2024-04-02 20:23:00,已完成,16.0,青提肉多多:2;
262,stu_7,奈雪的茶,2024-04-03 18:20:00,已完成,89.0,茉莉初雪奶茶:1;霸气橙子:3;金色山脉珍珠奶茶:1;
263,stu_36,蜜雪冰城,2024-04-03 11:31:00,已完成,10.0,冰鲜柠檬水:2;
264,周九,古茗,2024-04-04 12:28:00,已完成,101.0,桃桃冰冰李:5;云深幽兰:1;云雾栀子:1;
265,stu_24,奈雪的茶,2024-04-04 07:47:00,已完成,35.0,茉莉初雪奶茶:1;霸气橙子:1;
266,stu_12,茶百道,2024-04-05 18:31:00,已完成,54.0,青提茉莉:1;超级大瓜:1;蜜瓜冰淇淋:1;
267,stu_23,喜茶,2024-04-05 06:32:00,已完成,38.0,羽衣纤体瓶:2;
268,吴十,星巴克,2024-04-05 19:43:00,已完成,33.0,燕麦拿铁:1;
269,stu_40,蜜雪冰城,2024-04-06 21:33:00,已完成,8.0,青提肉多多:1;
270,stu_17,蜜雪冰城,2024-04-06 08:52:00,已完成,8.0,新鲜冰激凌:1;冰鲜柠檬水:1;
271,stu_38,奈雪的茶,2024-04-06 06:39:00,已完成,32.0,茉莉初雪奶茶:1;金色山脉珍珠奶茶:1;
272,吴十,古茗,2024-04-07 15:00:00,已完成,45.0,云深幽兰:1;云雾栀子:2;
273,stu_3,蜜雪冰城,2024-04-07 12:25:00,已完成,24.0,青提肉多多:1;满杯百香果:2;
274,stu_45,星巴克,2024-04-07 06:21:00,已完成,33.0,燕麦拿铁:1;
275,stu_22,茶百道,2024-04-08 11:49:00,已完成,76.0,青提茉莉:1;超级大瓜:2;蜜瓜冰淇淋:1;
276,stu_21,奈雪的茶,2024-04-08 11:33:00,已完成,99.0,茉莉初雪奶茶:1;霸气橙子:1;金色山脉珍珠奶茶:4;
277,stu_5,茶百道,2024-04-09 15:58:00,已完成,78.0,青提茉莉:4;超级大瓜:1;
278,stu_19,古茗,2024-04-09 18:05:00,已完成,87.0,桃桃冰冰李:1;云深幽兰:1;云雾栀子:4;
279,stu_27,奈雪的茶,2024-04-10 10:28:00,已完成,48.0,金色山脉珍珠奶茶:3;
280,张三,茶百道,2024-04-10 14:20:00,已完成,14.0,青提茉莉:1;
281,stu_26,茶百道,2024-04-11 17:00:00,已完成,64.0,青提茉莉:2;蜜瓜冰淇淋:2;
282,stu_14,奈雪的茶,2024-04-11 10:21:00,已完成,38.0,霸气橙子:2;
283,stu_34,瑞幸,2024-04-11 12:24:00,已完成,80.8,橙C美式:1;鲜萃轻轻茉莉:2;荔枝冰萃:1;生椰拿铁:1;
284,stu_8,蜜雪冰城,2024-04-12 15:03:00,已完成,5.0,冰鲜柠檬水:1;
285,stu_6,奈雪的茶,2024-04-12 21:39:00,已完成,19.0,霸气橙子:1;
286,李四,茶百道,2024-04-13 22:02:00,已完成,36.0,蜜瓜冰淇淋:2;
287,stu_48,奈雪的茶,2024-04-13 12:28:00,已完成,35.0,霸气橙子:1;金色山脉珍珠奶茶:1;
288,stu_10,蜜雪冰城,2024-04-13 14:30:00,已完成,3.0,新鲜冰激凌:1;
289,stu_28,奈雪的茶,2024-04-14 22:38:00,已完成,16.0,茉莉初雪奶茶:1;
290,stu_7,喜茶,2024-04-14 18:44:00,已完成,194.0,清爽芭乐提:2;牦牛乳酥油茶:2;多肉桃李:2;羽衣纤体瓶:4;
291,吴十,喜茶,2024-04-14 15:44:00,已完成,46.0,牦牛乳酥油茶:2;
292,stu_40,瑞幸,2024-04-15 16:53:00,已完成,21.0,荔枝冰萃:1;
293,stu_1,蜜雪冰城,2024-04-15 09:36:00,已完成,3.0,新鲜冰激凌:1;
294,孙八,古茗,2024-04-16 17:08:00,已完成,14.0,桃桃冰冰李:1;
295,stu_47,蜜雪冰城,2024-04-16 07:26:00,已完成,6.0,新鲜冰激凌:2;
296,吴十,星巴克,2024-04-17 06:23:00,已完成,33.0,燕麦拿铁:1;
297,stu_13,蜜雪冰城,2024-04-17 06:59:00,已完成,5.0,冰鲜柠檬水:1;
298,孙八,茶百道,2024-04-17 14:23:00,已完成,14.0,青提茉莉:1;
299,stu_4,喜茶,2024-04-18 20:00:00,已完成,19.0,清爽芭乐提:1;
300,钱七,瑞幸,2024-04-18 16:27:00,已完成,13.9,生椰拿铁:1;
301,stu_44,喜茶,2024-04-19 17:42:00,已完成,42.0,清爽芭乐提:1;牦牛乳酥油茶:1;
302,stu_18,蜜雪冰城,2024-04-19 18:31:00,已完成,43.0,青提肉多多:2;新鲜冰激凌:2;满杯百香果:2;冰鲜柠檬水:1;
303,stu_16,蜜雪冰城,2024-04-20 08:31:00,已完成,24.0,新鲜冰激凌:1;满杯百香果:2;冰鲜柠檬水:1;
304,stu_42,瑞幸,2024-04-20 20:28:00,已完成,27.8,生椰拿铁:2;
305,stu_48,蜜雪冰城,2024-04-20 14:48:00,已完成,16.0,青提肉多多:2;
306,stu_34,奈雪的茶,2024-04-20 10:31:00,已完成,38.0,霸气橙子:2;
307,stu_15,星巴克,2024-04-20 13:12:00,已完成,37.0,焦糖玛奇朵:1;
308,stu_13,茶百道,2024-04-21 10:42:00,已取消,14.0,青提茉莉:1;
309,stu_23,蜜雪冰城,2024-04-21 08:17:00,已完成,8.0,青提肉多多:1;
310,stu_23,蜜雪冰城,2024-04-21 12:06:00,已完成,48.0,青提肉多多:2;新鲜冰激凌:1;满杯百香果:3;冰鲜柠檬水:1;
311,stu_36,奈雪的茶,2024-04-21 08:17:00,已完成,35.0,霸气橙子:1;金色山脉珍珠奶茶:1;
312,stu_44,茶百道,2024-04-22 20:18:00,已完成,22.0,超级大瓜:1;
313,stu_29,奈雪的茶,2024-04-22 10:54:00,已完成,16.0,金色山脉珍珠奶茶:1;
314,stu_13,古茗,2024-04-22 15:03:00,已完成,42.0,桃桃冰冰李:3;
315,赵六,蜜雪冰城,2024-04-23 18:57:00,已完成,35.0,青提肉多多:1;新鲜冰激凌:2;满杯百香果:2;冰鲜柠檬水:1;
316,stu_12,星巴克,2024-04-23 21:42:00,已完成,39.0,比利时黑巧拿铁:1;
317,stu_24,瑞幸,2024-04-23 12:07:00,已完成,62.7,橙C美式:2;荔枝冰萃:1;生椰拿铁:1;
318,孙八,古茗,2024-04-24 09:33:00,已完成,62.0,桃桃冰冰李:1;云深幽兰:2;云雾栀子:1;
319,stu_44,瑞幸,2024-04-24 22:48:00,已完成,27.8,橙C美式:1;生椰拿铁:1;
320,stu_27,奈雪的茶,2024-04-25 17:29:00,已完成,57.0,霸气橙子:3;
321,stu_43,蜜雪冰城,2024-04-25 20:45:00,已完成,3.0,新鲜冰激凌:1;
322,stu_42,茶百道,2024-04-26 12:34:00,已完成,50.0,青提茉莉:2;超级大瓜:1;
323,stu_34,奈雪的茶,2024-04-26 12:10:00,已完成,35.0,茉莉初雪奶茶:1;霸气橙子:1;
324,stu_27,喜茶,2024-04-27 10:32:00,已完成,57.0,清爽芭乐提:3;
325,stu_28,蜜雪冰城,2024-04-27 07:38:00,已完成,10.0,冰鲜柠檬水:2;
326,孙八,古茗,2024-04-27 11:02:00,已完成,14.0,云雾栀子:1;
327,stu_4,喜茶,2024-04-27 06:46:00,已完成,57.0,羽衣纤体瓶:3;
328,stu_49,蜜雪冰城,2024-04-28 22:42:00,已完成,8.0,青提肉多多:1;
329,stu_50,古茗,2024-04-28 22:39:00,已完成,48.0,云深幽兰:2;云雾栀子:1;
330,stu_31,奈雪的茶,2024-04-28 15:12:00,已完成,16.0,金色山脉珍珠奶茶:1;
331,stu_35,茶百道,2024-04-29 17:31:00,已完成,134.0,青提茉莉:1;超级大瓜:3;蜜瓜冰淇淋:3;
332,张三,蜜雪冰城,2024-04-29 16:16:00,已完成,5.0,冰鲜柠檬水:1;
333,stu_32,古茗,2024-04-30 19:05:00,已完成,28.0,桃桃冰冰李:2;
334,stu_39,茶百道,2024-04-30 22:57:00,已完成,14.0,青提茉莉:1;
335,stu_14,古茗,2024-05-01 08:47:00,已取消,28.0,云雾栀子:2;
336,stu_5,蜜雪冰城,2024-05-01 14:16:00,已完成,5.0,冰鲜柠檬水:1;
337,stu_10,瑞幸,2024-05-01 07:05:00,已完成,21.0,荔枝冰萃:1;
338,stu_32,古茗,2024-05-02 19:45:00,已完成,14.0,桃桃冰冰李:1;
339,stu_9,蜜雪冰城,2024-05-02 15:52:00,已完成,8.0,新鲜冰激凌:1;冰鲜柠檬水:1;
340,stu_4,古茗,2024-05-03 07:16:00,已完成,17.0,云深幽兰:1;
341,stu_4,喜茶,2024-05-03 20:26:00,已完成,23.0,牦牛乳酥油茶:1;
342,stu_48,蜜雪冰城,2024-05-04 10:55:00,已完成,8.0,青提肉多多:1;
343,stu_8,茶百道,2024-05-04 22:35:00,已取消,22.0,超级大瓜:1;
344,stu_49,古茗,2024-05-04 11:19:00,已完成,110.0,桃桃冰冰李:1;云深幽兰:4;云雾栀子:2;
345,stu_12,奈雪的茶,2024-05-05 11:28:00,已完成,64.0,茉莉初雪奶茶:4;
346,stu_22,蜜雪冰城,2024-05-05 10:11:00,已完成,8.0,青提肉多多:1;
347,张三,奈雪的茶,2024-05-05 13:16:00,已完成,67.0,霸气橙子:1;金色山脉珍珠奶茶:3;
348,stu_4,奈雪的茶,2024-05-05 14:30:00,已完成,16.0,茉莉初雪奶茶:1;
349,stu_41,蜜雪冰城,2024-05-05 11:33:00,已完成,22.0,青提肉多多:2;新鲜冰激凌:2;
350,stu_9,奈雪的茶,2024-05-06 22:47:00,已完成,38.0,霸气橙子:2;
351,stu_24,瑞幸,2024-05-06 07:35:00,已完成,21.0,荔枝冰萃:1;
352,李四,蜜雪冰城,2024-05-06 07:55:00,已完成,5.0,冰鲜柠檬水:1;
353,stu_40,奈雪的茶,2024-05-07 21:48:00,已完成,19.0,霸气橙子:1;
354,stu_32,蜜雪冰城,2024-05-07 21:14:00,已完成,6.0,新鲜冰激凌:2;
355,stu_25,喜茶,2024-05-07 07:09:00,已完成,17.0,多肉桃李:1;
356,stu_48,茶百道,2024-05-08 08:42:00,已完成,82.0,青提茉莉:3;超级大瓜:1;蜜瓜冰淇淋:1;
357,stu_40,星巴克,2024-05-08 19:57:00,已完成,33.0,燕麦拿铁:1;
358,stu_21,茶百道,2024-05-08 19:10:00,已完成,42.0,青提茉莉:3;
359,stu_37,喜茶,2024-05-09 21:52:00,已完成,19.0,清爽芭乐提:1;
360,stu_20,喜茶,2024-05-09 06:02:00,已完成,23.0,牦牛乳酥油茶:1;
361,stu_33,奈雪的茶,2024-05-09 12:31:00,已完成,67.0,茉莉初雪奶茶:1;霸气橙子:1;金色山脉珍珠奶茶:2;
362,stu_12,蜜雪冰城,2024-05-10 12:26:00,已完成,16.0,青提肉多多:1;新鲜冰激凌:1;冰鲜柠檬水:1;
363,stu_44,喜茶,2024-05-10 16:01:00,已完成,19.0,羽衣纤体瓶:1;
364,stu_3,瑞幸,2024-05-11 20:26:00,已完成,16.0,鲜萃轻轻茉莉:1;
365,stu_48,古茗,2024-05-11 10:28:00,已完成,14.0,云雾栀子:1;
366,周九,瑞幸,2024-05-11 18:03:00,已完成,78.7,橙C美式:1;鲜萃轻轻茉莉:1;荔枝冰萃:1;生椰拿铁:2;
367,stu_49,瑞幸,2024-05-12 16:44:00,已完成,32.0,鲜萃轻轻茉莉:2;
368,周九,蜜雪冰城,2024-05-12 08:44:00,已完成,5.0,冰鲜柠檬水:1;
369,stu_38,蜜雪冰城,2024-05-12 11:56:00,已完成,22.0,青提肉多多:1;新鲜冰激凌:3;冰鲜柠檬水:1;
370,stu_45,蜜雪冰城,2024-05-12 17:04:00,已完成,43.0,青提肉多多:1;新鲜冰激凌:2;满杯百香果:3;冰鲜柠檬水:1;
371,stu_47,喜茶,2024-05-12 19:12:00,已完成,23.0,牦牛乳酥油茶:1;
372,stu_38,喜茶,2024-05-13 12:36:00,已完成,61.0,清爽芭乐提:1;牦牛乳酥油茶:1;羽衣纤体瓶:1;
373,stu_2,喜茶,2024-05-13 13:30:00,已取消,38.0,清爽芭乐提:1;羽衣纤体瓶:1;
374,stu_28,古茗,2024-05-14 20:42:00,已取消,14.0,云雾栀子:1;
375,钱七,茶百道,2024-05-14 20:02:00,已完成,28.0,青提茉莉:2;
376,stu_39,蜜雪冰城,2024-05-14 21:33:00,已完成,8.0,青提肉多多:1;
377,王五,蜜雪冰城,2024-05-15 15:10:00,已取消,9.0,新鲜冰激凌:3;
378,stu_23,茶百道,2024-05-15 22:52:00,已取消,14.0,青提茉莉:1;
379,stu_14,茶百道,2024-05-16 09:32:00,已完成,82.0,青提茉莉:2;蜜瓜冰淇淋:3;
380,stu_10,茶百道,2024-05-16 15:49:00,已完成,18.0,蜜瓜冰淇淋:1;
381,stu_23,蜜雪冰城,2024-05-17 08:34:00,已完成,5.0,冰鲜柠檬水:1;
382,stu_18,蜜雪冰城,2024-05-17 12:37:00,已完成,32.0,青提肉多多:2;新鲜冰激凌:1;满杯百香果:1;冰鲜柠檬水:1;
383,stu_28,蜜雪冰城,2024-05-17 20:52:00,已完成,3.0,新鲜冰激凌:1;
384,stu_21,奈雪的茶,2024-05-17 20:15:00,已完成,16.0,茉莉初雪奶茶:1;
385,stu_7,喜茶,2024-05-18 11:13:00,已完成,97.0,清爽芭乐提:2;牦牛乳酥油茶:1;多肉桃李:1;羽衣纤体瓶:1;
386,stu_21,喜茶,2024-05-18 11:48:00,已完成,128.0,牦牛乳酥油茶:4;多肉桃李:1;羽衣纤体瓶:1;
387,stu_37,蜜雪冰城,2024-05-18 17:41:00,已取消,19.0,青提肉多多:2;新鲜冰激凌:1;
388,stu_23,瑞幸,2024-05-19 06:22:00,已完成,21.0,荔枝冰萃:1;
389,stu_20,蜜雪冰城,2024-05-19 10:40:00,已完成,8.0,满杯百香果:1;
390,stu_41,喜茶,2024-05-19 18:25:00,已完成,95.0,清爽芭乐提:1;牦牛乳酥油茶:1;多肉桃李:2;羽衣纤体瓶:1;
391,stu_30,蜜雪冰城,2024-05-20 14:40:00,已完成,8.0,满杯百香果:1;
392,stu_5,星巴克,2024-05-20 06:01:00,已完成,32.0,抹茶星冰乐:1;
393,stu_29,蜜雪冰城,2024-05-21 12:02:00,已完成,16.0,青提肉多多:1;新鲜冰激凌:1;冰鲜柠檬水:1;
394,stu_34,蜜雪冰城,2024-05-21 09:02:00,已完成,16.0,满杯百香果:2;
395,stu_6,古茗,2024-05-22 14:14:00,已完成,42.0,桃桃冰冰李:3;
396,赵六,奈雪的茶,2024-05-22 10:49:00,已完成,48.0,茉莉初雪奶茶:1;金色山脉珍珠奶茶:2;
397,stu_24,蜜雪冰城,2024-05-23 18:36:00,已完成,5.0,冰鲜柠檬水:1;
398,stu_2,奈雪的茶,2024-05-23 14:05:00,已完成,38.0,霸气橙子:2;
399,stu_40,奈雪的茶,2024-05-23 16:41:00,已完成,19.0,霸气橙子:1;
400,吴十,蜜雪冰城,2024-05-23 07:31:00,已完成,16.0,满杯百香果:2;
401,stu_8,蜜雪冰城,2024-05-24 13:06:00,已完成,8.0,青提肉多多:1;
402,stu_29,蜜雪冰城,2024-05-24 20:50:00,已完成,8.0,青提肉多多:1;
403,stu_28,古茗,2024-05-25 10:07:00,已完成,59.0,桃桃冰冰李:1;云深幽兰:1;云雾栀子:2;
404,stu_44,茶百道,2024-05-25 07:27:00,已取消,14.0,青提茉莉:1;
405,stu_49,茶百道,2024-05-25 08:48:00,已完成,14.0,青提茉莉:1;
406,钱七,蜜雪冰城,2024-05-26 14:29:00,已完成,5.0,冰鲜柠檬水:1;
407,stu_15,古茗,2024-05-26 07:02:00,已完成,28.0,云雾栀子:2;
408,王五,蜜雪冰城,2024-05-26 08:43:00,已完成,16.0,青提肉多多:2;
409,stu_16,蜜雪冰城,2024-05-26 08:46:00,已取消,3.0,新鲜冰激凌:1;
410,张三,蜜雪冰城,2024-05-27 16:42:00,已取消,8.0,青提肉多多:1;
411,stu_32,茶百道,2024-05-27 07:25:00,已完成,22.0,超级大瓜:1;
412,stu_36,蜜雪冰城,2024-05-28 13:46:00,已完成,5.0,冰鲜柠檬水:1;
413,stu_31,古茗,2024-05-28 09:01:00,已完成,93.0,桃桃冰冰李:1;云深幽兰:3;云雾栀子:2;
414,stu_24,蜜雪冰城,2024-05-29 08:16:00,已取消,5.0,冰鲜柠檬水:1;
415,stu_42,蜜雪冰城,2024-05-29 11:25:00,已完成,52.0,青提肉多多:2;新鲜冰激凌:1;满杯百香果:1;冰鲜柠檬水:5;
416,stu_18,瑞幸,2024-05-30 21:24:00,已完成,13.9,生椰拿铁:1;
417,stu_5,古茗,2024-05-30 21:37:00,已完成,28.0,桃桃冰冰李:2;
418,stu_4,茶百道,2024-05-31 22:47:00,已完成,42.0,青提茉莉:3;
419,stu_34,蜜雪冰城,2024-05-31 16:45:00,已完成,8.0,青提肉多多:1;
420,stu_4,茶百道,2024-05-31 22:19:00,已完成,28.0,青提茉莉:2;
421,stu_49,蜜雪冰城,2024-06-01 10:38:00,已完成,24.0,青提肉多多:3;
422,stu_13,茶百道,2024-06-01 16:47:00,已完成,14.0,青提茉莉:1;
423,stu_40,茶百道,2024-06-01 14:11:00,已完成,54.0,青提茉莉:1;超级大瓜:1;蜜瓜冰淇淋:1;
424,stu_35,喜茶,2024-06-02 18:32:00,已完成,99.0,清爽芭乐提:3;牦牛乳酥油茶:1;羽衣纤体瓶:1;
425,钱七,古茗,2024-06-02 16:23:00,已完成,14.0,云雾栀子:1;
426,stu_6,瑞幸,2024-06-02 10:48:00,已完成,21.0,荔枝冰萃:1;
427,stu_30,古茗,2024-06-03 14:45:00,已完成,28.0,云雾栀子:2;
428,赵六,茶百道,2024-06-03 14:34:00,已完成,36.0,蜜瓜冰淇淋:2;
429,stu_3,古茗,2024-06-04 20:25:00,已完成,17.0,云深幽兰:1;
430,stu_19,茶百道,2024-06-04 21:40:00,已完成,14.0,青提茉莉:1;
431,stu_3,瑞幸,2024-06-04 19:53:00,已完成,21.0,荔枝冰萃:1;
432,stu_20,星巴克,2024-06-05 09:28:00,已完成,247.0,抹茶星冰乐:2;焦糖玛奇朵:3;燕麦拿铁:1;比利时黑巧拿铁:1;
433,周九,奈雪的茶,2024-06-05 06:52:00,已完成,16.0,茉莉初雪奶茶:1;
434,stu_11,奈雪的茶,2024-06-05 07:52:00,已完成,16.0,茉莉初雪奶茶:1;
435,stu_32,古茗,2024-06-05 22:27:00,已完成,28.0,云雾栀子:2;
436,stu_43,茶百道,2024-06-05 21:28:00,已完成,72.0,蜜瓜冰淇淋:4;
437,stu_8,蜜雪冰城,2024-06-06 13:12:00,已完成,6.0,新鲜冰激凌:2;
438,stu_29,蜜雪冰城,2024-06-06 07:38:00,已完成,5.0,冰鲜柠檬水:1;
439,王五,奈雪的茶,2024-06-07 22:46:00,已完成,19.0,霸气橙子:1;
440,stu_29,古茗,2024-06-07 16:34:00,已完成,14.0,桃桃冰冰李:1;
441,stu_38,瑞幸,2024-06-07 22:07:00,已完成,32.0,鲜萃轻轻茉莉:2;
442,stu_12,蜜雪冰城,2024-06-08 18:27:00,已完成,32.0,青提肉多多:1;新鲜冰激凌:1;满杯百香果:2;冰鲜柠檬水:1;
443,stu_20,蜜雪冰城,2024-06-08 09:08:00,已完成,8.0,青提肉多多:1;
444,stu_33,奈雪的茶,2024-06-08 17:31:00,已完成,70.0,茉莉初雪奶茶:1;霸气橙子:2;金色山脉珍珠奶茶:1;
445,stu_44,古茗,2024-06-09 20:37:00,已完成,14.0,桃桃冰冰李:1;
446,stu_17,喜茶,2024-06-09 10:49:00,已完成,46.0,牦牛乳酥油茶:2;
447,钱七,喜茶,2024-06-09 19:36:00,已完成,57.0,牦牛乳酥油茶:1;多肉桃李:2;
448,stu_49,瑞幸,2024-06-10 17:19:00,已完成,53.0,羽衣轻体果蔬茶:1;鲜萃轻轻茉莉:1;荔枝冰萃:1;
449,stu_14,瑞幸,2024-06-10 17:39:00,已完成,150.6,橙C美式:4;羽衣轻体果蔬茶:1;鲜萃轻轻茉莉:1;荔枝冰萃:3;
450,stu_21,茶百道,2024-06-11 12:44:00,已完成,68.0,青提茉莉:2;超级大瓜:1;蜜瓜冰淇淋:1;
451,stu_7,古茗,2024-06-11 12:36:00,已完成,45.0,桃桃冰冰李:1;云深幽兰:1;云雾栀子:1;
452,stu_28,茶百道,2024-06-12 16:53:00,已完成,14.0,青提茉莉:1;
453,stu_13,喜茶,2024-06-12 21:31:00,已完成,19.0,清爽芭乐提:1;
454,stu_35,瑞幸,2024-06-13 17:15:00,已完成,16.0,羽衣轻体果蔬茶:1;
455,stu_13,古茗,2024-06-13 17:28:00,已完成,113.0,桃桃冰冰李:1;云深幽兰:5;云雾栀子:1;
456,stu_14,茶百道,2024-06-13 14:30:00,已完成,42.0,青提茉莉:3;
457,stu_23,奈雪的茶,2024-06-14 16:13:00,已完成,35.0,茉莉初雪奶茶:1;霸气橙子:1;
458,王五,瑞幸,2024-06-14 22:29:00,已完成,16.0,鲜萃轻轻茉莉:1;
459,stu_49,茶百道,2024-06-15 09:48:00,已完成,18.0,蜜瓜冰淇淋:1;
460,stu_6,蜜雪冰城,2024-06-15 10:17:00,已完成,27.0,青提肉多多:1;新鲜冰激凌:2;满杯百香果:1;冰鲜柠檬水:1;
461,stu_25,古茗,2024-06-15 12:12:00,已完成,62.0,桃桃冰冰李:1;云深幽兰:2;云雾栀子:1;
462,stu_26,古茗,2024-06-15 17:34:00,已完成,104.0,桃桃冰冰李:1;云深幽兰:2;云雾栀子:4;
463,stu_28,瑞幸,2024-06-16 12:54:00,已完成,29.9,鲜萃轻轻茉莉:1;生椰拿铁:1;
464,stu_45,星巴克,2024-06-16 21:55:00,待处理,74.0,焦糖玛奇朵:2;
465,stu_17,奈雪的茶,2024-06-16 09:47:00,已完成,32.0,金色山脉珍珠奶茶:2;
466,stu_48,喜茶,2024-06-17 12:11:00,已取消,61.0,清爽芭乐提:1;牦牛乳酥油茶:1;羽衣纤体瓶:1;
467,stu_2,古茗,2024-06-17 06:31:00,已完成,17.0,云深幽兰:1;
468,stu_10,蜜雪冰城,2024-06-18 22:29:00,已完成,21.0,青提肉多多:1;满杯百香果:1;冰鲜柠檬水:1;
469,stu_37,奈雪的茶,2024-06-18 14:59:00,已完成,19.0,霸气橙子:1;
470,赵六,喜茶,2024-06-18 22:01:00,已完成,46.0,牦牛乳酥油茶:2;
471,stu_7,瑞幸,2024-06-19 16:50:00,已完成,13.9,生椰拿铁:1;
472,stu_42,瑞幸,2024-06-19 19:51:00,已完成,32.0,鲜萃轻轻茉莉:2;
473,stu_6,蜜雪冰城,2024-06-19 14:16:00,已完成,8.0,满杯百香果:1;
474,stu_10,喜茶,2024-06-20 15:24:00,已完成,19.0,清爽芭乐提:1;
475,stu_31,蜜雪冰城,2024-06-20 07:07:00,已完成,8.0,满杯百香果:1;
476,stu_10,蜜雪冰城,2024-06-21 08:35:00,已完成,6.0,新鲜冰激凌:2;
477,stu_33,蜜雪冰城,2024-06-21 19:37:00,已完成,16.0,青提肉多多:2;
478,stu_2,蜜雪冰城,2024-06-21 15:14:00,已完成,5.0,冰鲜柠檬水:1;
479,stu_12,瑞幸,2024-06-22 06:29:00,已完成,48.8,荔枝冰萃:1;生椰拿铁:2;
480,stu_31,喜茶,2024-06-22 15:11:00,已完成,57.0,羽衣纤体瓶:3;
481,周九,蜜雪冰城,2024-06-22 08:57:00,已完成,24.0,青提肉多多:1;新鲜冰激凌:1;满杯百香果:1;冰鲜柠檬水:1;
482,stu_38,蜜雪冰城,2024-06-23 11:50:00,已完成,41.0,青提肉多多:1;新鲜冰激凌:3;满杯百香果:3;
483,stu_42,瑞幸,2024-06-23 18:59:00,已完成,103.9,羽衣轻体果蔬茶:2;鲜萃轻轻茉莉:1;荔枝冰萃:2;生椰拿铁:1;
484,stu_4,瑞幸,2024-06-23 20:06:00,已完成,27.8,橙C美式:2;
485,stu_23,古茗,2024-06-24 20:49:00,已完成,28.0,桃桃冰冰李:2;
486,吴十,奈雪的茶,2024-06-24 08:33:00,已完成,16.0,茉莉初雪奶茶:1;
487,赵六,奈雪的茶,2024-06-25 10:46:00,已完成,19.0,霸气橙子:1;
488,赵六,喜茶,2024-06-25 08:46:00,已完成,19.0,清爽芭乐提:1;
489,stu_35,古茗,2024-06-26 08:00:00,已完成,14.0,云雾栀子:1;
490,赵六,奈雪的茶,2024-06-26 21:39:00,已完成,16.0,茉莉初雪奶茶:1;
491,stu_30,古茗,2024-06-27 20:26:00,已完成,17.0,云深幽兰:1;
492,stu_8,蜜雪冰城,2024-06-27 07:26:00,已完成,24.0,青提肉多多:3;
493,stu_43,蜜雪冰城,2024-06-28 20:54:00,已完成,3.0,新鲜冰激凌:1;
494,张三,奈雪的茶,2024-06-28 20:03:00,已完成,32.0,金色山脉珍珠奶茶:2;
495,stu_49,茶百道,2024-06-29 21:34:00,已完成,22.0,超级大瓜:1;
496,stu_17,蜜雪冰城,2024-06-29 11:36:00,已取消,27.0,青提肉多多:1;新鲜冰激凌:2;满杯百香果:1;冰鲜柠檬水:1;
497,stu_14,蜜雪冰城,2024-06-29 07:01:00,已完成,5.0,冰鲜柠檬水:1;
498,stu_20,茶百道,2024-06-30 11:17:00,已完成,54.0,青提茉莉:1;超级大瓜:1;蜜瓜冰淇淋:1;
499,stu_47,古茗,2024-06-30 20:43:00,已取消,14.0,桃桃冰冰李:1;
500,stu_46,茶百道,2024-06-30 11:22:00,已完成,22.0,超级大瓜:1;
501,周九,古茗,2024-06-30 18:58:00,已完成,62.0,桃桃冰冰李:1;云深幽兰:2;云雾栀子:1;
502,stu_27,喜茶,2024-07-01 09:50:00,已取消,19.0,羽衣纤体瓶:1;
503,stu_21,奈雪的茶,2024-07-01 21:29:00,已完成,73.0,茉莉初雪奶茶:1;霸气橙子:3;
504,stu_11,奈雪的茶,2024-07-02 22:00:00,已完成,19.0,霸气橙子:1;
505,stu_2,茶百道,2024-07-02 15:32:00,已取消,14.0,青提茉莉:1;
506,吴十,喜茶,2024-07-03 11:04:00,已完成,42.0,清爽芭乐提:1;牦牛乳酥油茶:1;
507,stu_9,茶百道,2024-07-03 10:51:00,已完成,44.0,超级大瓜:2;
508,stu_48,瑞幸,2024-07-04 13:50:00,已完成,13.9,橙C美式:1;
509,stu_36,喜茶,2024-07-04 17:58:00,已完成,38.0,羽衣纤体瓶:2;
510,stu_27,茶百道,2024-07-04 07:57:00,已完成,42.0,青提茉莉:3;
511,stu_44,奈雪的茶,2024-07-05 06:09:00,已完成,16.0,茉莉初雪奶茶:1;
512,钱七,茶百道,2024-07-05 06:29:00,已完成,18.0,蜜瓜冰淇淋:1;
513,周九,古茗,2024-07-06 11:08:00,已完成,73.0,桃桃冰冰李:3;云深幽兰:1;云雾栀子:1;
514,stu_16,星巴克,2024-07-06 13:51:00,已完成,39.0,比利时黑巧拿铁:1;
515,stu_38,蜜雪冰城,2024-07-06 11:00:00,已完成,29.0,青提肉多多:1;新鲜冰激凌:1;满杯百香果:1;冰鲜柠檬水:2;
516,stu_31,奈雪的茶,2024-07-07 13:38:00,已完成,35.0,霸气橙子:1;金色山脉珍珠奶茶:1;
517,stu_27,古茗,2024-07-07 18:37:00,已完成,14.0,云雾栀子:1;
518,stu_45,蜜雪冰城,2024-07-07 06:51:00,已完成,3.0,新鲜冰激凌:1;
519,stu_7,喜茶,2024-07-07 11:05:00,已完成,78.0,清爽芭乐提:1;牦牛乳酥油茶:1;多肉桃李:1;羽衣纤体瓶:1;
520,孙八,蜜雪冰城,2024-07-08 20:02:00,已完成,5.0,冰鲜柠檬水:1;
